A waterfront house with a boat dock.,Cottage del Sole,822169,11,"Via Foria, Borgo Sant'Antonio Abate, Municipalità 4, Napoli, Campania, 80139, Italia",40.8595949,14.2623229,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/14563.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10870.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/582.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5058.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/11445.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/14108.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8004.jpg
A sleek apartment with a home office.,Casa dei Fiori,864488,12,"Via Santa Lucia, Pizzofalcone, Municipalità 1, Napoli, Campania, 80132, Italia",40.8299336,14.248723,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/6911.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8507.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/4248.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8807.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/2500.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8035.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10269.jpg
A cozy cottage with a fireplace.,Casa delle Rose,787902,15,"Via Caracciolo, Cassano, Piano di Sorrento, Napoli, Campania, 80062, Italia",40.6408303,14.4073402,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/7742.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10524.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5344.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1592.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/9813.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/2561.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/835.jpg
A vintage home with restored features.,Palazzo Bella Vista,865276,23,"Via Marina, Forio, Napoli, Campania, 80075, Italia",40.7375093,13.8596649,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/6190.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1479.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1519.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8962.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/14799.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8424.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5709.jpg
A lakeside cottage with a fishing dock.,Chalet della Collina,307524,14,"Via Mergellina, Mergellina, Municipalità 1, Napoli, Campania, 80122, Italia",40.8255716,14.2199856,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/3219.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13545.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/7678.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/2873.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/3901.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13537.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13681.jpg
A charming bungalow with a pool.,Chalet dei Fiori,179106,7,"Eboli Ugo, 75, Via Santa Brigida, San Ferdinando, Municipalità 1, Napoli, Campania, 80132, Italia",40.8390807,14.2487716,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13478.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/6602.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5688.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10971.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1195.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10569.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13681.jpg
A city apartment with excellent transport links.,Palazzo del Mare,641034,17,"Via Posillipo, Villanova di Posillipo, Municipalità 1, Napoli, Campania, 80123, Italia",40.8181712,14.2118615,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1738.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/885.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12449.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10870.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8443.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/14641.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5290.jpg
A villa with a private vineyard.,Tenuta della Collina,645699,7,"Via Dante, Trecase, Napoli, Campania, 80041, Italia",40.7723596,14.4336675,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/3210.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/9570.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1378.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/15419.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/3571.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8507.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8004.jpg
A traditional home with beautiful architecture.,Chalet Rossa,361540,9,"Via San Carlo, San Ferdinando, Municipalità 1, Napoli, Campania, 80133, Italia",40.8381504,14.2504538,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12560.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8168.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12556.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/14799.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10840.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1920.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8136.jpg
A chic apartment with a gourmet kitchen.,Casa della Luna,648710,12,"Via Medina, Rione Carità, Municipalità 2, Napoli, Campania, 80133, Italia",40.8404963,14.2522785,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12291.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/6602.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10438.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/217.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12253.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/4039.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/14799.jpg
A beachfront property with private access.,Chalet della Collina,495348,3,"Via Salvator Rosa, Volla, Napoli, Campania, 80013, Italia",40.8793571,14.3497026,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/580.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1518.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/11070.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/2713.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1808.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/14799.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13231.jpg
A duplex in a trendy neighborhood.,Villa dei Fiori,460178,24,"Via dei Tribunali, San Lorenzo, Municipalità 4, Napoli, Campania, 80138, Italia",40.8506698,14.2563485,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1567.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/835.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/2730.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/4459.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/11070.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/15419.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/3983.jpg
A rustic cabin in a peaceful setting.,Tenuta del Sole,765177,16,"Via Agostino Depretis, Rione Carità, Municipalità 2, Napoli, Campania, 80133, Italia",40.8404225,14.2538535,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/3805.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5653.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8424.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/2713.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/9599.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10001.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/3901.jpg
A chic condo with a private balcony.,Chalet dei Fiori,304609,14,"Via Mezzocannone, Porto, Municipalità 2, Napoli, Campania, 80138, Italia",40.8447687,14.2572468,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/906.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1036.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8035.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/4286.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/4773.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/3901.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/7160.jpg
A suburban home with a finished basement.,Tenuta del Mare,320597,19,"Via del Corso, Olevano Romano, Roma Capitale, Lazio, 00035, Italia",41.8468543,13.040282,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/11558.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/217.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13730.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/582.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12786.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5709.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/9970.jpg
A vintage home with restored features.,Cottage del Sole,916432,4,"Via Pignasecca, Montecalvario, Municipalità 2, Napoli, Campania, 80100, Italia",40.8461413,14.2478815,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/2586.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12449.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12253.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13231.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/14247.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8917.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10481.jpg
A mountain cabin with hiking trails nearby.,Chalet dei Fiori,337932,24,"Via Orazio, Volla, Napoli, Campania, 80147, Italia",40.8747477,14.3443506,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1636.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5530.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/3571.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5309.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/14478.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1934.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10840.jpg
A luxurious penthouse with panoramic views.,Appartamento Bella Vista,349856,22,"Via Aniello Falcone, Vomero, Municipalità 5, Napoli, Campania, 80127, Italia",40.8409194,14.2272133,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/793.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/6150.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/4138.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/14641.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1808.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5051.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/2422.jpg
A rural estate with horse stables.,Dimora dei Fiori,773727,20,"Via dei Mille, Acerra, Napoli, Campania, 80011, Italia",40.9379385,14.3679201,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/9414.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/9570.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/7891.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/11351.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/9397.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5051.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5778.jpg
A rural estate with horse stables.,Casa delle Rose,617441,1,"Via Tasso, Afragola Scalo, Afragola, Napoli, Campania, 80021, Italia",40.9161137,14.3046663,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/9030.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/3206.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/3074.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/4358.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/4725.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/14799.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/15030.jpg
A quaint home with traditional decor.,Tenuta dei Fiori,626749,6,"Via Scarlatti, Caivano, Napoli, Campania, 80024, Italia",40.9466355,14.3098487,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/9038.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8004.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8443.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12047.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12806.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5253.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13681.jpg
A picturesque cottage with a garden.,Chalet della Collina,411918,3,"Via Verdi, Pomigliano d'Arco, Napoli, Campania, 80038, Italia",40.9088104,14.3935156,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13476.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/11351.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/6723.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5309.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1592.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13227.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5290.jpg
A cozy cottage in a quiet neighborhood.,Tenuta del Sole,797759,14,"Via Ferdinando Galiani, Acerra, Napoli, Campania, 80011, Italia",40.949964,14.355266,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/6589.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1518.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/7678.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/7153.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1592.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/11008.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12253.jpg
A countryside house with a guest house.,Residenza del Mare,453342,24,"Via San Martino, San Giorgio a Cremano, Napoli, Campania, 80046, Italia",40.8332315,14.332797,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8044.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/4358.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/217.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/4138.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12556.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10481.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/15419.jpg
A townhouse with a private garage.,Mansion della Collina,721318,1,"Via Palizzi, Qualiano, Napoli, Campania, 80019, Italia",40.9146198,14.1434092,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/2371.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/4725.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8983.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/4248.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5461.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10971.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12556.jpg
A modern house with a large garden.,Tenuta Bella Vista,621316,3,"Via Alessandro Manzoni, Volla, Napoli, Campania, 80147, Italia",40.8710712,14.3508211,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/14761.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8004.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/4358.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/6753.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10481.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1808.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12372.jpg
A duplex with a rooftop terrace.,Appartamento dei Fiori,898402,11,"Via Alessandro Poerio, Mugnano di Napoli, Napoli, Campania, 80018, Italia",40.913867,14.1995202,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/2972.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12806.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5309.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1461.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/8443.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12538.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/11422.jpg
A modern loft with exposed brick walls.,Tenuta Bella Vista,548589,7,"Via del Parco Margherita, Chiaia, Municipalità 1, Napoli, Campania, 80121, Italia",40.8375032,14.2339025,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/15015.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/9386.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10591.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/12806.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1592.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/7678.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/5058.jpg
A quaint home with traditional decor.,Villa del Parco,643100,6,"Via Luisa Sanfelice, Casoria, Napoli, Campania, 80026, Italia",40.9112799,14.303062,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/3532.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/15419.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13231.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10569.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1461.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13504.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13227.jpg
A mid-century modern house with unique design.,Casa Bella Vista,252934,15,"Via Monte di Dio, San Ferdinando, Municipalità 1, Napoli, Campania, 80132, Italia",40.8341562,14.2454227,Napoli,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/536.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/3295.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/13897.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/1479.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/9397.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/10269.jpg,/home/utente/rental_property/lib/House_dataset/socal2/socal_pics/2326.jpg
